,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1660,Isyna1,Shank2,Repin1,Olig2,Slc36a2,Pdcd7,Hcls1,Cdh8,Ptprc,Atp2b4,Gdpd2,Dock6,Ecel1,Actl6b,Ncf1,Olig2,Ebf4,Tacc2,Cd79b,Ngef,Cpne6,Npr2,Nlrc5,Cacna1e,Plch2,Mcam,Tmem88b,Gjb1,Prodh,H2-K1
1661,Kcnab1,Pde2a,Bcl2,Baiap3,Top2a,Snph,Slc44a1,Grap,Txnip,Swap70,Fyb,Junb,Cadm1,Ebf1,Arhgef18,Inpp5d,Arfgef3,Arfgef3,Sh3gl2,Sh2b3,Abca7,Otud7a,Ets1,Plppr3,Cacna1e,Cstf2,Rasal3,Tmem63a,Swap70,Igsf11
1662,Aldh1l2,Arfgef3,Ecel1,Nrip2,Acta2,Neurl3,Kcnab3,Actl6b,Sirt6,Mast1,Ebf4,Fn1,Carns1,Serinc5,Ncf4,Ica1,Ece2,Zfp512b,Akna,Fry,Cd72,Sox17,Pcp4,Hs6st2,Nkx6-2,Serinc5,Fn1,Hoxd3,Hspg2,Zfp36
1663,Car11,Sall3,Fxyd6,Calb2,Bcl2l12,Atp2a3,Khdrbs2,Slc24a4,Lmtk3,Caly,Acta1,Cstf2,Acly,Sox10,Neurl3,Sox9,Rgs4,Phldb1,L1cam,Cacna1h,Il21r,Hoxd3,Hcls1,Serinc5,Fcho1,Ccdc39,Lfng,Shank2,Ltbp3,Unc119
1664,Syk,Rabl2,Gap43,Chd5,Thbs2,Shroom3,Dnaaf3,Cacna1b,Nfkbia,Ptprn2,Sema4f,Akna,H2-Ob,Kcnd2,Lat2,Ece2,Fam214a,Cyth4,Elavl2,Sh3rf3,Cbln1,Them6,Cd37,Ica1,Syt1,Ltbp3,Nap1l2,Esam,Nlrc5,Gadd45g
1665,Sipa1,Hoxd3,Otud7a,Rasal1,Tap2,Trim14,Syt1,Itgal,Ccdc39,Ica1,Stk10,Tap1,Kcnj3,Myt1,Col11a2,Hsf4,Vegfa,Osbpl6,Arhgap30,Hoxd3,Cavin1,Igkc,Hoxd4,Ebf4,Gria3,Cacna1h,Scn4b,Npr2,Rasa4,Rab36
1666,Tac2,Pld4,Ngef,Grb10,Col13a1,Scn8a,Lrrk1,Traf3ip3,Itgb4,Ptprc,Ezr,Nap1l2,Enpp6,Mtcl1,Hhex,Ighd,Hoxd4,Ighd,Ly6e,Sez6,Sez6,Ets1,Carmil2,Ap3b2,Plppr3,Gdpd2,Serpinh1,Xkr6,Igsf11,Kcnab1
1667,Atp8a2,Cfap100,Cacna1i,Ebf4,Cd300lf,Got1,Slc4a10,Lmnb1,Sncg,Serpinh1,Ncf1,Bst2,Tprn,Tril,Foxp1,Vstm2l,Lrrc45,Plppr3,Tnnt3,Cacnb3,Slc32a1,Slc17a6,Gpld1,Sncg,Atp8a2,Frmd4a,Zfp36,Unc5a,Dock6,Pde2a
1668,Hoxd4,Celf3,Asap3,Prkar1b,Fli1,Prkd2,Vtn,Atp13a2,Inpp5j,Epb41,Paqr6,Nlrc5,Coro1a,Drp2,Vegfa,Ptpn6,Caly,Sema7a,Ccl19,Adgrl2,Foxp1,Ttc28,Sema7a,Hsf4,Serinc5,Actl6b,Vstm2l,Cacnb1,Rab36,Als2cl
1669,Ccdc30,Atp8a2,Syt3,Inpp5j,Myh1,Ushbp1,Art3,Cdk18,Stk17b,Ptpn6,Nr2f2,Cit,Cd9,Apobec3,Tnfrsf12a,Anxa6,Tac2,Sema4d,Phf24,Cacna1e,Nrn1,Cck,Lcp1,Dcn,Ppfia4,Nrip2,Repin1,Pde2a,Igfbp2,Atp13a2
1670,Ptp4a3,Unc5a,Ctsz,Id1,Itga4,Ppp1r18,Vwa5b2,Cntnap5a,Serpinh1,Repin1,Ttc28,Cd52,Nyap2,Fry,Rnf122,Unc119,Sez6l,Aebp1,Enpp6,Vegfa,Siglecg,Hpcal4,Kcnj3,Nrip2,Nyap2,Tac2,Sipa1,Slc44a1,Gadd45g,Mast1
1671,Rasal1,Myt1,Osbpl6,Ppfia4,Rasgrp1,Cdkn1a,L3mbtl1,Grin2d,Cd52,Klk6,Col18a1,Celsr3,Arhgap30,Vars,Nkain1,Sh3bp2,Atp8a2,Serpinh1,Ptch1,Mag,Arhgap45,Inpp5j,Txnip,Celf3,Astn2,Sall3,Csf3r,Slc4a10,Cd37,Tmem181a
1672,Fry,Ltbp3,Crtac1,Sh3rf3,Col28a1,Gimap8,Arhgdib,Cldn19,Ciita,Xkr6,Zic2,B4galnt1,Cd79b,Trac,Egfl7,Il21r,Ly6e,Vwa5b2,Zfp536,Anxa6,Tac1,Dpysl4,Epb41,Rasgrf2,Epb41,Igsf11,Epb41,Ccdc30,Tprn,Phf24
1673,Arhgap30,Serpinh1,Tmem88b,Hoxd4,Gimap1,Myoc,Lrrc45,Slc22a23,Irf8,Celf3,Tmem88b,Irf8,Entpd3,Flt1,Stat6,Epha10,Carns1,Ctsh,Swap70,Nyap2,Ikzf3,Tle2,Stk17b,Dgka,Hpcal4,Crtac1,Kcnh2,Plppr3,Syt4,Fcho1
1674,Grk6,Il21r,Rnf112,Carmil2,Tnni3,Notch3,Gpc1,Myt1,H2-Ob,Npr2,Als2cl,Sned1,Maf,Ngef,Rac2,Arhgap45,Cacna1i,Mical2,Tril,Nwd1,Hoxd3,Ecel1,Olig1,Epha10,Myt1,Rusc1,Sh3bp2,Fry,Gpld1,Myt1
1675,Celf3,Ift74,Pllp,Lrp8,Tmem125,Ccn2,Sez6,Dennd1c,Ap3b2,Gpc1,Nfkbia,Gpc1,Sh3bp2,Syk,Zc3hav1,Cldn5,Col27a1,Spock3,Sod3,Otud7a,Agbl4,Cadm1,Iglon5,Sned1,Grin2a,Hspb8,Ngef,Mpzl1,Arfgef3,Slc6a5
1676,Rgs4,Ighd,Ahnak2,Dtnb,Il2rb,Fam43a,Slc16a11,Fam43a,Hsf4,Ccdc74a,Rasal1,Ptk2b,Igkc,Camk2a,Ccn2,Arfgef3,Zfp536,Gadd45g,Actl6b,Zfp512b,Erich3,Rasgrf2,Rabl2,Gjc3,Khdrbs2,Gjb1,Kcnk9,Sgms1,Celsr3,Sgms1
1677,Il21r,Cd37,Bin2,Pclo,Izumo1r,Rbpms,Cdh8,Foxc1,Ltbp3,Spock3,Bst2,Pld4,Wnk2,Xkr6,Foxj1,Mast1,Epha10,Flt1,Foxc1,Cfap100,Glycam1,Ighd,Arhgap30,Myrf,Rab36,Erich3,Pdcd4,Erich3,Pclo,Inpp5j
1678,Tnr,Sema4g,Nwd1,Rabl2,Man1a,Hapln4,Aldh1l2,Rgs9,Sh3gl2,Rasal3,Mgp,Plekhh1,Myt1,Ucp2,Ltb,Myt1,Ica1,Cit,Ccdc30,Xkr6,Egfl7,Ebf4,Mcam,Sox9,Them6,Cldn5,Ctsz,Zfp512b,Arhgap30,Plekhh1
1679,Shank2,Ica1,Hspb8,Cstb,Dpt,Prelp,Prima1,Glycam1,Grin2d,Drp2,Rasgrp2,Cldn5,Hcn1,Osbpl6,Lrrc45,Myrf,Nkx6-2,Arhgap45,Fcho1,Gpr17,Rgs11,Ltbp4,Tmod1,Sirt6,Sez6,Ica1,Add2,Ccdc141,Vegfa,Cd82
1680,Cadm1,Hdac7,Ebf4,Cldn5,Tmprss5,Hvcn1,Col5a1,Tmem123,Lcp1,Col16a1,Col4a2,Ahi1,Pip5kl1,Sned1,Osbpl6,Frmd4a,Osbpl6,Col16a1,Cdkn1a,Mtcl1,Scrt2,Dusp15,Rell2,Map3k9,Crtac1,Shank2,Vars,Crtac1,Phf24,Chd5
1681,Kcnd2,Meis2,Zfp512b,Sirt6,Erbb3,Ly6a,Bmp6,Khdrbs2,Plekha6,Cd24a,Sncg,Atp2b2,Tac1,Clmn,Tbx1,Rapgef3,Rab36,Egfl7,Pgbd5,Nnat,Calb1,Adamts4,Plxnb3,Slc4a10,Hcn1,Astn2,Stat1,Dusp15,Frmd4a,Tmem63a
1682,Myt1,Rhbdl1,Ece2,Drp2,Col5a3,Srpk3,Trbv16,Dock2,Rabl2,Klf2,Lrmp,Ptprb,Otud7a,Egfl7,Nfkbia,Adamts4,Drp2,Slc2a1,Il21r,Rasal1,Cd24a,Plekhh1,Crtac1,Grb10,Hoxd3,Snca,Bin2,Ppfia4,Cebpa,Rabl2
1683,Cacnb1,Cd24a,Slc6a5,Col16a1,Icam1,Lhfpl2,Syt7,Nfkbia,Mcam,Erich3,Tle2,Samhd1,Arhgap45,Tpm2,Gnai3,Osbpl6,Glra1,Rhbdl1,Syngap1,Ift74,Col18a1,Cstb,Pnck,Itm2a,Unc5a,Enpp2,Prx,Rasgrf2,Cit,Atp2b2
1684,Ttyh2,Rasal1,Lmtk3,Carns1,Ccr6,Prodh,Car11,Ubap1l,Sema4g,Lrp8,Cbarp,Ctsh,Acta1,Mical2,Myoc,Sh2b3,Pclo,Ptk2b,Aldh1l2,Grin2a,Kcnd2,Slc32a1,Foxj1,Erich3,Slc32a1,Sez6l,Camkv,Tac2,Ptpn6,Tmem88b
1685,Nwd1,Fyn,Gjb1,Slc6a5,Pi16,Gimap4,Limd2,Irgm1,Crtac1,Dusp15,Cstf2,Sept5,Ahnak2,Sipa1,Bcl2,Shisa5,Kcnh2,Ebf4,Map3k1,Slc32a1,Drp2,Cd24a,Hap1,Vim,Repin1,Cdk18,Map3k9,Rab36,Syt3,Epha10
1686,Clmn,Adap2,Celsr3,Ift74,Mzb1,Gpr37,Myt1,Stat1,Pdcd4,Aebp1,Ahnak2,Pclo,Nrn1,Fa2h,Hspb8,Grk6,Atp8b2,Ltbp3,Traf3ip3,Crtac1,Cntnap5a,Crocc,Ccdc30,Cfap100,Rhbdl1,Rab36,Ier5,Sez6l,Sv2c,Lamp5
1687,Slc6a5,Tap1,Phf24,Fyn,Spn,Ncf1,Lsp1,Gad2,Aldh1l2,Col18a1,Nkain1,Il21r,Tnnt3,Foxp1,Lmnb1,Caly,Sema7a,Chd5,Car11,Slc7a5,Fxyd5,Grk6,Serpinh1,Tmem63a,Ebf4,Spp1,Dtnb,Gria3,Cstb,Cebpd
1688,Unc119,Plppr3,Csf3r,B4galnt1,Fn1,Tnni1,Ccl19,Ppp1r18,B4galnt1,Rabl2,Ubxn11,Epha10,Syt1,Shank2,Asap3,Fa2h,Gpr17,Rasa4,Hdac7,Tppp3,Map7d2,Il21r,Esam,Bcl2,Cfap100,Atp8a2,Cald1,Atp8a2,Grk6,Zfp398
1689,Mast1,Rasa4,Frmd4a,Hsf4,Tmc8,Slain1,Snap47,Zic2,Aifm3,Tmem181a,Fcer2a,Ank1,L3mbtl1,Tap2,Slfn2,Col11a2,Egfl7,Akna,Dennd1c,Tacc2,Fxyd6,Dock6,Ptk2b,Shank2,Adamts4,Tprn,Rhbdl1,Adam23,Carns1,Mafb
1690,Syngap1,Csf3r,Serinc5,Coro1a,Runx3,Sox18,Pax5,Il4i1,Prkcd,Fa2h,Repin1,Kcnt1,Shisa7,Celf3,Myo1c,Gadd45g,Mast1,Nfkbia,Unc5a,Npr2,Plekhd1,Slco1a4,Chga,Sh3rf3,Xkr6,Rabl2,Hdac7,Them6,Camk2a,Apcdd1
1691,Cd37,Fry,Efnb3,Crocc,Bmf,Cend1,Nrgn,Ccdc30,Snph,Ttyh2,Npr2,Fcho1,Gprasp2,Zfp398,Tgfb1,Slc7a5,Frmd4a,Cxcl12,Fmod,Rabl2,Stk17b,Erich3,Abca7,Syngap1,Sec14l5,Slc4a10,Tmem132a,Vegfa,Npr2,Drp2
1692,Cldn5,Tac2,Tmem63a,Dcn,Twist1,Fn1,Ucp2,Rasgrf1,Zfp36,Ptk2b,Cadm3,Clmn,Hsf4,Isyna1,Gimap8,Add2,Phf24,Txnip,Arhgap45,Ebf4,Mtus2,Grb10,Snrpn,Id4,Pmp22,Slc6a5,Olig2,Paqr6,Ptp4a3,Glra1
1693,Rasa4,Sez6l,Anxa6,Arfgef3,Gimap6,Acap1,Fxyd6,Kcnn4,Chd5,Gria4,Zfp536,Serpinh1,Cbln1,Cldn5,Plcg2,Lamp5,Slc6a5,Itih3,Gpr37,Sgk1,Ecel1,Shisa5,Col18a1,Npr2,Rgs4,Apcdd1,Grin2d,Kcnd2,Rasal3,Ebf4
1694,Ier5,Ctsz,Arpp21,Cd82,Epsti1,Cnksr3,Ank1,Nfkb2,Nr2f2,Atp2b2,Acap1,Cfh,Car14,Esam,Rab3a,Ccdc30,Inpp5j,Nap1l2,Slco1c1,Plppr3,Zic2,Klf2,Srgn,Hoxd4,Gjc2,C4b,Cacna1g,Col9a3,Nap1l2,Col11a2
1695,Vegfa,Txnip,Syngap1,Ngef,Rhoh,Nfkb2,Irf8,H2-DMb1,Ncf1,Tpm2,Cldn5,Tle2,Crtac1,Syngap1,Olfm1,H2-Q6,Itm2a,Glra1,Ly6a,Nrip2,Tnnt3,Cacnb1,Cit,Ighd,Clcn4,Epha10,Vwa5b2,Tmem181a,Serpinh1,Gpr17
1696,Lfng,Arhgap30,Add2,AI593442,Ccn5,Map7d2,Kcnn4,Vwa5b2,Glra1,Cit,Sept5,Drp2,Them6,Dusp15,Glycam1,Slc6a5,Cacnb1,Celf5,Tbc1d10c,Kcnab1,Nyap2,Tmem63a,Tril,Flt1,Mtcl1,Vegfa,Kcnab3,Ltbp4,Vstm2l,Chgb
1697,Ece2,Trac,Tmem130,Pdcd4,Opalin,Tmem132a,Slc6a5,Arhgef18,Tbc1d10c,Abca7,Fmod,Scn1a,Unc5a,Slc6a5,Adap2,Gpnmb,Ccdc30,Syk,Acta1,Unc5a,Flna,Khdrbs2,H2-Ob,Mcam,Col11a2,Ccdc30,B4galnt1,Rhbdl1,Repin1,Caly
1698,Inpp5j,Nwd1,Klk6,Sgms1,Myh2,Sgms1,Il4i1,Cd79a,Arhgap30,Rasgrf2,Tnni1,Slc7a5,Col9a2,Carmil2,Trbv16,Cacna1i,Rabl2,Lmtk3,Anxa6,Opalin,Acap1,Tbc1d10c,Car10,Ptprn2,Tmem181a,Adam23,Shisa5,Snca,Mical2,Ngef
1699,Gadd45g,Osbpl6,Cstb,Epha10,Ezr,Ptprb,Cntnap1,Col11a1,Vat1l,Snca,Abca7,Sox9,Vwc2,Paqr6,Il34,Glra1,Dtnb,Sez6l2,Ptprn2,Ccdc30,Plppr3,Hcn1,Sez6l,Cadm1,Kcnd2,Repin1,Arpp21,Ece2,Cxcl12,Stat1
1700,Mical2,Rasal3,Npr2,Sned1,Slc15a3,Mfge8,Prune2,Trbv16,Vwa5b2,Rab36,Cd79b,Cd37,Kcnd2,Caly,Cabp7,Pllp,Tmem132a,Adam23,Tm4sf1,Inpp5j,Adam23,Ebf1,Grk6,Epb41,Rabl2,Slc24a4,Arhgap45,Tmem132a,Csf3r,Slco1a4
1701,Carmil2,Shisa5,Clcn4,Tmod1,Cd40,Cfap100,Disp2,Ltb,Cacng7,Cstb,Irgm1,Cstb,Gpr37,Nrip2,Crispld2,Rhbdl1,Calb2,Repin1,Vsnl1,Kcna1,Rgs4,Adam11,Enpp2,Vtn,Sgms1,Adamts20,Kcna1,Ptch1,Kcnh2,Rgs5
1702,Klf2,Klf2,Plxnb3,Opalin,H2-DMb2,Prima1,Plppr3,Epha8,Xaf1,Ccdc30,Grin1,Serinc5,Mest,Ighd,Chst3,Vars,Serinc5,Rcsd1,Paqr6,Ica1,Ptprs,Man1a,Carns1,Mtcl1,Pitpnm1,Zfp536,Ptprn2,Celf3,Dcn,Add2
1703,Ap3b2,Cebpa,Gpnmb,Maf,Wnt6,Sh3bp4,Cldn19,Arhgdib,Dmtn,Ahnak,Crocc,Rims1,Ap3b2,Ptp4a3,Art3,Cit,Nwd1,Cntn2,Cstb,Tspan2,Map4k1,Grin2a,Pvalb,Pclo,Myrf,Osbpl6,AI593442,Gpr17,Sh3bp2,Ccdc30
1704,Epha10,Calb2,Sh2b3,Atp13a2,Bmp6,Hcls1,Shisa7,Tnfrsf13c,Slc22a23,Tril,Ccdc30,Col11a2,Cck,Ttyh2,Hdac7,Syt3,Syt7,Foxp1,Ciita,Erich3,L3mbtl1,Ly6e,Zfp512b,Tmod1,Itm2a,Drp2,Cstf2,Ift74,Ngef,Opalin
1705,H2-Q6,Pclo,Dtnb,Syngap1,Tcap,Rell2,Begain,Ets1,Cxcl12,Fcho1,Oasl2,Asap3,Epb41,Rab36,Ikzf1,Kcnh2,Kcna1,Gria4,Disp2,Kcnd2,Khdrbs2,Actl6b,Atp8a2,Ccdc30,Ece2,Kcnd2,Klf2,Osbpl6,Pdcd4,Myrf
1706,Arhgap45,Kcna1,Nlrc5,Slc44a1,Sema4c,Mylk,Carmil2,Rfx3,Prepl,Cd9,Samhd1,Cacnb1,Aifm3,Vtn,Ikzf3,Camk2a,Syngap1,Zfp398,Lrmp,Cntn2,Il34,Rhbdl1,Fxyd5,Slc2a1,Sez6l,Itih3,Fcho1,Id4,Cfh,Dusp15
1707,Gpr17,Grk6,Igsf11,Tril,Tnfrsf1b,Slc1a5,Nyap2,Vars,Car11,Cacna1i,H2-M3,Swap70,Tenm2,Slc2a1,Cebpd,Gjc2,Gadd45g,Cebpa,Inha,Ighd,Xkr6,Ap3b2,Tmem88b,Rhbdl1,Cacna1i,Slain1,Plxnb3,Camk2a,Add2,Ptprb
1708,Lamp5,Tmem132a,Mast1,Mcam,Mndal,Thbs2,Ptp4a3,Ubxn11,Hdac7,Sgk1,Lrp8,Car11,Ndn,Syt4,Hvcn1,Pclo,Repin1,Csf3r,Trbc2,Igkc,Cd37,Nrbp2,Inpp5d,Myt1,Opalin,Kcnab1,Plekhh1,Carns1,Adam23,Adamts4
1709,Glra1,Slc6a5,Cldn5,Ece2,Gpr17,Arhgdib,Ltb,Ikzf3,Fa2h,Ebf4,Inha,Tmem25,Sncg,Swap70,Lhfpl2,Ier5,Ttyh2,Paqr6,Ptp4a3,Osbpl6,Syk,Xkr6,Cyth4,Slc6a5,Actl6b,Rgs4,Flt1,Kcnab1,Inpp5d,Hdac7
1710,Rasal3,Egfl7,Spock3,Pllp,Emid1,Gbp2,Grin2a,Tagln,Ica1,Chgb,Snap47,Bgn,Scrt2,Grk6,Col5a1,Sec14l5,Mical2,Ap3b2,Cfap100,Slc4a10,Ogn,Unc5a,Unc5a,Klk6,Ttyh2,Slc2a1,Celf5,Flt1,Sned1,Spp1
1711,Rhbdl1,Esam,Hdac7,Lamp5,Trbc1,Ramp2,Tacc2,C1qtnf4,Arfgef3,Hdac7,Itgb2,Kcnh2,Tnr,Gpam,Map3k9,Nap1l2,Itih3,Trac,Acap1,Sgms1,Slc17a6,Tppp3,Slc6a5,Clcn4,Slain1,Mtcl1,Chd5,Mast1,Nat8l,Asap3
1712,Aif1,Ece2,Lrp8,Myrf,H2-Eb2,Plekhg2,Aplp1,Apbb1ip,Col9a3,Plekha6,Aldh1l2,Tmem191c,Dpysl4,Slc7a5,Gpr17,Mog,Celsr3,Lrp8,Tacc2,Unc119,Ripor2,Slc6a1,Unc93b1,Lrrc45,Erich3,Celf3,Fa2h,Atxn2l,Myrf,Calb2
1713,Csf3r,Kcnd2,Syt4,Zfp398,Igha,Cd79b,Slain1,Map4k1,Zcchc18,Unc93b1,Pnck,Hap1,Plch2,Smtn,Cd79a,Calb2,Rgs5,Ptprn2,B4galnt1,Actl6b,Mafa,Gria3,Rasal3,Rapgef3,Hoxd4,Cfap100,Ache,Myt1,Smtn,Grin2d
1714,Tprn,Cxcl12,Cacnb1,Sema4f,Cybb,H2-Ob,Srgn,Sept1,Cebpa,Ap3b2,Adamts4,Klf2,Snca,Clcn4,Adamts20,Lfng,Adam23,Ccdc30,Crtac1,Hs6st2,L1cam,Rgs4,Aebp1,Rab36,Slc4a10,Slco1a4,Atp2b2,Slc6a5,Bin2,Ap3b2
1715,Syt4,Aif1,Kcnab3,Tmem132a,Olfml2a,Ahnak2,H2-Oa,Gad1,Opalin,Sned1,Myoc,Flt1,Col9a3,Glra1,Zc3h12a,Atp8b2,Opalin,Sncg,Dgka,Rasgrf2,Igfbp2,Sirt6,Bcl2,Ptp4a3,Ica1,Myt1,Pnck,Inpp5j,Camkv,Vwa5b2
1716,Ngef,Bin2,Vegfa,Glra1,Cxcl9,Ciita,Ebf1,Col16a1,Gjb1,Carmil2,Plin4,Hspg2,Paqr6,Sema7a,Siglecg,Tyrobp,Syt3,Camk2a,Isyna1,Repin1,Ciita,Slc2a1,Tmem59l,Syt4,Hs6st2,Nap1l2,Spock3,Epb41,Ltbp4,Cacna1g
1717,Sox9,Lamp5,Kcna1,Syt7,Ly6d,Ifi30,Dpysl4,Siglecg,Pllp,Cfap100,Tpm2,Rell2,Rasal1,Ece2,Srgn,Repin1,Anxa6,Tap2,Cd72,Atp8a2,Hspg2,Pclo,Bin2,Arfgef3,Snca,Tmem88b,H2-Q6,Calb2,Dtnb,Kcnab3
1718,Kcnh2,Rab36,Sox9,Slain1,Trim14,Sh2b3,Iglon5,Fmod,Rasgrp2,Myt1,Dock2,Tspan2,Rab3b,H2-K1,Ccl19,Ap3b2,Rapgef3,Grin2d,Xkr6,Hsf4,Sh3rf3,Coro1a,Map3k9,Sgms1,Plekhh1,Gpr17,Prkcd,Pitpnm1,Lfng,Slc7a5
1719,Inpp5d,Sh3rf3,Col4a1,Osbpl6,Pik3ap1,Lrmp,Adam23,Pdcd4,Rcsd1,Carns1,Syngap1,Stac2,Itgam,Mast1,Carmil2,Nwd1,Ap3b2,Nlrc5,Inpp5j,Paqr6,Nr2f2,Pmp22,Plekhh1,Lamp5,Plxnb3,Mpzl1,Plekha4,Mical2,Rhbdl1,Sncg
1720,Shisa5,Dtnb,Cit,Ighd,Foxd1,Enpp6,Caly,Adamts20,Phf24,Tmem132a,Rab36,Syt3,Cdk18,Hsf4,Ckmt1,Cabp7,Nap1l2,Tap1,Tap1,Sez6l,Slc1a5,Ica1,Bgn,Dtnb,Tacc2,Inpp5j,Sox9,Nrip2,Tap2,Tprn
1721,Gpld1,Lfng,Cntnap1,Kcnab1,Slc6a20a,Apoc1,Cacna1e,Map3k1,Hapln4,Hsf4,Dennd1c,Sv2c,Gpr37l1,Arfgef3,Xaf1,Sv2c,Rasgrp2,Itm2a,Nlrc5,Coro1a,Spock3,Snca,Hs3st1,Gpam,Tmod1,Slc44a1,Slc7a5,Ap3b2,Grin2d,Syt4
1722,Caly,Mast1,Epha10,Psd,Ncmap,Srgn,Nr2f2,Ptp4a3,Atp8b2,Nrip2,Nnat,Plekha6,Pnck,Kcnab1,Pdcd4,Npr2,Ptprn2,Cacna1i,Nfkb2,Mical2,Unc5a,Kcna1,Itgam,Klf2,Hsf4,Ebf4,Syngap1,Nwd1,Vwa5b2,Gpld1
1723,Cacna1i,Clcn4,Itih3,Tprn,Dnaaf3,Fcer2a,Atp2a3,Plch2,Igfbp2,Pdcd4,Map3k1,Enpp2,Ighd,Npr2,Foxc1,Tmem88b,Cldn5,Rab36,Gpc1,Shisa5,Myo1c,Ece2,Sh2b3,Itih3,Nrip2,Hoxd4,Sgsm1,Crocc,Esam,Arfgef3
1724,Tmem88b,Prodh,Inha,Rhbdl1,Tmem88b,Junb,Gjb1,Plekha7,Ckmt1,Clmn,Cd19,Clcn4,Cpne6,H2-Q6,Vgf,Syt4,Syt4,Kcnab3,Vgf,Shank2,Grin2a,Pllp,Celsr3,Calb2,Rasgrf2,Caly,Inha,Kcnh2,Cacna1g,AI593442
1725,Rapgef3,Phf24,Kcnk9,Celsr3,Spib,Mpzl1,Myrf,Bmp6,Anxa6,Chd5,Igfbp2,Adam23,Fgfr3,Itm2a,Klf2,Adam23,Gpld1,Rab3c,Ckmt1,Snca,Arhgap30,Tac2,Egfl7,Inpp5j,Tac2,Pdcd7,Scn1a,Igsf11,Kcnab3,Celsr3
1726,B4galnt1,Epha10,Spp1,Celf5,Iglc3,Tagln,Rcsd1,Ripor2,Cd37,Ier5,Junb,Wnk2,Pclo,Rabl2,Cldn5,Plxnb3,Tmem181a,Rapgef3,Slc22a23,Ece2,Tmem132a,Cacna1e,Ly6e,Glra1,Map3k9,Mast1,Aif1,Fa2h,B4galnt1,Pclo
1727,Pclo,Ebf4,Tril,Ly6e,Btla,Cd72,Sh2b3,Foxp1,Il21r,Epha10,Cstb,Ppfia4,Syk,Ap3b2,Ccdc74a,Srrm3,Nnat,Gpnmb,Slain1,Vars,Cck,Sez6l,Podxl2,Nnat,Mical2,Ece2,Baiap3,Epha10,Arhgap45,Vegfa
1728,Tmem132a,Repin1,Lamp5,Ap3b2,Serpina3g,Col16a1,Cacnb3,Tnnt3,Dtnb,Efnb3,Cavin1,Vars,Actl6b,Lamp5,Eef1a2,Prkar1b,Cit,Rnf112,Igfbp2,Dtnb,Lrrc45,Esam,Slc6a11,Sema7a,Osbpl6,Lamp5,Itih3,Gpld1,Ptprn2,Crocc
1729,Camk2a,Cit,Calb2,Aifm3,Gvin1,Flna,Tnnt3,Lrmp,Ptk2b,Stac2,Itgb4,Gpnmb,Col11a2,Ly6e,Gpr37,Vegfa,Lrp8,Atp1a1,H2-K1,Sema4d,Syt1,Slc4a10,Mical2,Kcnh2,Adam11,Sgk1,Sec14l5,Lamp5,AI593442,Frmd4a
1730,Sgms1,Cldn5,Fhl1,Tmem145,Ier5,Traf3ip3,Plxnb3,Gjc2,Epb41,Tmod1,Ltbp3,Tril,Aldh1l2,Cacna1i,Enpp6,Map3k9,Dusp15,Prkcd,Chd5,Hspa12a,Shisa5,Tspan2,Scn4b,Rgs5,Shank2,Gpld1,Col11a2,Opalin,Kcnk9,Atp1a1
1731,Phf24,Inpp5d,Aifm3,Cacna1g,Birc3,Ccdc88c,Ica1,Frmd4a,Ccdc85a,Cldn5,Ank1,Aifm3,Bin2,Syt3,Sema4c,Slc2a1,Myrf,Pclo,Plin4,Slc2a1,Klf2,Epha10,Bcan,Camk2a,Acly,Flt1,Sema7a,Myrf,Cstf2,Cit
1732,Unc93b1,Ccdc30,Gjc3,Phf24,Mob3b,Sox17,Phf24,Ebf1,Sorbs3,Rhbdl1,Srgn,Gprasp2,Grin2a,B4galnt1,Vwa5b2,Fcho1,Sv2c,Sv2c,Myo1c,Atp1a1,Arhgef1,Atp8a2,Ighd,Tmem88b,Atp8b2,Ap3b2,Stac2,Phf24,Fcho1,Nnat
1733,Calb2,Igkc,Sema4g,Pnck,Fam169b,Atp1a1,Kcnj3,Lfng,Tyrobp,Kcnh2,Ciita,Isyna1,Carmil2,Dcn,Sh3rf3,Dtnb,Pnck,Atp8b2,Plekhg2,Efnb3,Cacna1e,Wnk2,Vgf,Caly,Slc7a5,Nwd1,Aifm3,Map3k9,Vars,Sv2c
1734,Celsr3,Tmem181a,Plekhh1,Repin1,Iglc1,Sat1,Tnfrsf13c,Epha10,Tmod1,Arfgef3,Irf8,Tmem181a,Grm7,Shisa5,Cxcl12,Crocc,Map3k9,Ctsz,Celsr3,Olig1,Glra1,Tmem88b,Arhgap45,Add2,Celf3,Ptch1,Psd,Sox9,Plekhh1,Gpam
1735,Ptprs,Prkcd,Cd82,Carmil3,Mb,Vgf,Ccdc88b,Tpm2,Sipa1,Sgms1,Hs3st1,Syk,Celf3,Vstm2l,Prima1,Tmem132a,Camk2a,Cfh,Hs3st1,Slc6a5,Rab36,Hs6st2,Prkcd,Adam23,Sox2,Arfgef3,Srrm3,Glra1,Cd82,Nap1l2
